name	description	datasheet
LM399	Precision Reference, 6.95V, Buried Zener Diode with Thermal Shielding Can, TO-46-4	https://www.analog.com/media/en/technical-documentation/data-sheets/199399fc.pdf
LM4030-4.096	4.096V Ultra-High Precision Shunt Voltage Reference, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4030.pdf
LM4040DBZ-2.0	2.048V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-2.0	2.048V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4041LP-ADJ	Adjustable Precision Micropower Shunt Voltage Reference, TO-92	http://www.ti.com/lit/ds/symlink/lm4041-n.pdf
LM4125AIM5-2.5	2.5V ±0.2% Precision Micropower Low Dropout Voltage Reference, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4125.pdf
LM4128	2.5V ±0.2% Precision Micropower Low Dropout Voltage Reference, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4128.pdf
LM4132xMF-1.8	Precision Low Dropout Voltage Reference, 1.8V, ±0.05% to ±0.5%, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4132.pdf
LT1009xS8	Adjustable Micropower Voltage Reference Diodes, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/lt1009.pdf
LT1019xN8	Precision Reference, Ultra Low Drift, DIP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1019fd.pdf
LT1461AxS8-2.5	Voltage Reference, ±0.04%, 2.5V, 100mA, 3V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1634BCMS8-1.25	1.25V Micropower Precision Shunt Voltage Reference, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634CCZ-1.25	1.25V Micropower Precision Shunt Voltage Reference, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634xxS8-1.25	1.25V Micropower Precision Shunt Voltage Reference, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1790-1.25	1.25V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT6657AHMS8-2.5	Precision voltage reference, 40V input, 10mA output, 1.5ppm/C drift, 2.5V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
MAX6035xSA25	2.5V, High-Supply-Voltage, Precision Voltage Reference, SOIC-8	https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
MAX6070AAUT12+T	Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
MAX6071AAUT12+T	Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
MAX6100	Low-dropout high current voltage reference, 1.800V, ±0.4% accuracy, SOT-23	http://datasheets.maximintegrated.com/en/ds/MAX6100-MAX6107.pdf
MAX6350	0.5ppm/°C Low-Noise +5V Voltage Reference, SO-8/DIP-8	http://datasheets.maximintegrated.com/en/ds/MAX6325-MAX6350.pdf
MAX874	10µA Low-Dropout Precision Voltage Reference, SO-8/DIP-8	https://pdfserv.maximintegrated.com/en/ds/MAX872-MAX874.pdf
MCP1501-10xCH	1.024V, 0.1%, 20mA, Precision Voltage Reference, SOT-23-6	http://ww1.microchip.com/downloads/en/DeviceDoc/20005474E.pdf
MCP1501-10xRW	1.024V, 0.1%, 20mA, Precision Voltage Reference, WDFN-8	http://ww1.microchip.com/downloads/en/DeviceDoc/20005474E.pdf
MCP1501-10xSN	1.024V, 0.1%, 20mA, Precision Voltage Reference, SOIC-8	http://ww1.microchip.com/downloads/en/DeviceDoc/20005474E.pdf
MCP1525-TO	2.5V Voltage Reference, TO-92	http://ww1.microchip.com/downloads/en/devicedoc/21653b.pdf
MCP1525-TT	2.5V Voltage Reference, SOT-23	http://ww1.microchip.com/downloads/en/devicedoc/21653b.pdf
REF02AP	5V ±15mV Precision Voltage Reference, PDIP-8	http://www.ti.com/lit/ds/symlink/ref02.pdf
REF102AP	10V ±10mV Precision Voltage Reference, PDIP-8	http://www.ti.com/lit/ds/symlink/ref102.pdf
REF102AU	10V ±10mV Precision Voltage Reference, SO-8	http://www.ti.com/lit/ds/symlink/ref02.pdf
REF191	Precision voltage references 2.048V, DIP-8/SO-8/TSSOP-8	https://www.analog.com/static/imported-files/data_sheets/REF19xSeries.pdf
REF2025	2.5V Low-Drift, Low-Power, Dual-Output, VREF and VREF / 2 Voltage Reference, SOT-23-5	https://www.ti.com/lit/ds/symlink/ref2033.pdf
REF3012	1.25V 50-ppm/°C Max, 50-μA, CMOS Voltage Reference, SOT-23-3	http://www.ti.com/lit/ds/symlink/ref3033.pdf
REF3212AMDBVREP	1.25V 100μA Micropower Precision Voltage Reference, SOT-23-6	http://www.ti.com/lit/ds/symlink/ref3240-ep.pdf
REF35102QDBVR	1.024V, Ultra Low-Power, High-Precision Voltage Reference, SOT-23-6	https://www.ti.com/lit/ds/symlink/ref35.pdf
REF5020AD	2.048V 0.1% 10mA Low Noise Precision Voltage Reference, SO-8	https://www.ti.com/lit/ds/symlink/ref5030a-q1.pdf
REF5020ADGK	2.048V 0.1% 10mA Low Noise Precision Voltage Reference, MSOP-8	https://www.ti.com/lit/ds/symlink/ref5030a-q1.pdf
REF6025xDGK	2.5V 0.05% 4mA Extremely Low Noise High Precision Voltage Reference, VSSOP-8	https://www.ti.com/lit/ds/symlink/ref6025.pdf
TL431D	Shunt Regulator, SO-8	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431DBV	Shunt Regulator, SOT-23-5	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431DBZ	Shunt Regulator, SOT-23	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431DCK	Shunt Regulator, SC-70	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431KTP	Shunt Regulator, TO-252	http://www.jameco.com/Jameco/Products/ProdDS/760499.pdf
TL431LP	Shunt Regulator, TO-92	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431P	Shunt Regulator, PDIP-8	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431PK	Shunt Regulator, SOT-89	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431PS	Shunt Regulator, MSOP-8	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL431PW	Shunt Regulator, TSSOP-8	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL432DBV	Shunt Regulator, SOT-23-5	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL432DBZ	Shunt Regulator, SOT-23	http://www.ti.com/lit/ds/symlink/tl431.pdf
TL432PK	Shunt Regulator, SOT-89	http://www.ti.com/lit/ds/symlink/tl431.pdf
TLE2425xD	Precision virtual ground, 2.5V output, SOIC-8	http://www.ti.com/lit/ds/symlink/tle2425.pdf
TLE2426xD	Precision virtual ground, noise reduction pin, 4V to 40V input, SOIC-8	http://www.ti.com/lit/ds/symlink/tle2426.pdf
TLE2426xLP	Precision virtual ground, 4V to 40V input, TO-92	http://www.ti.com/lit/ds/symlink/tle2426.pdf
ADR421ARMZ	2.50V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr420_421_423_425.pdf
ADR423ARMZ	3.00V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr420_421_423_425.pdf
ADR425ARMZ	5.00V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr420_421_423_425.pdf
ADR440xRZ	2.048V Voltage Reference, Ultraprecision, Low Noise, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR441ARMZ	2.5V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR441xRZ	2.5V Voltage Reference, Ultraprecision, Low Noise, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR443ARMZ	3V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR443xRZ	3V Voltage Reference, Ultraprecision, Low Noise, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR444ARMZ	4.096V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR444xRZ	4.096V Voltage Reference, Ultraprecision, Low Noise, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR445ARMZ	5V Voltage Reference, Ultraprecision, Low Noise, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR445xRZ	5V Voltage Reference, Ultraprecision, Low Noise, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/adr440_441_443_444_445.pdf
ADR4520	2.048V, Ultralow Noise, High Accuracy Voltage Reference, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADR4520_4525_4530_4533_4540_4550.pdf
ADR4525	2.5V, Ultralow Noise, High Accuracy Voltage Reference, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADR4520_4525_4530_4533_4540_4550.pdf
ADR4530	3.0V,  Ultralow Noise, High Accuracy Voltage Reference, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADR4520_4525_4530_4533_4540_4550.pdf
ADR4533	3.3V,  Ultralow Noise, High Accuracy Voltage Reference, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADR4520_4525_4530_4533_4540_4550.pdf
ADR4540	4.096V,  Ultralow Noise, High Accuracy Voltage Reference, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADR4520_4525_4530_4533_4540_4550.pdf
ADR4550	5.0V,  Ultralow Noise, High Accuracy Voltage Reference, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/ADR4520_4525_4530_4533_4540_4550.pdf
ISL21070CIH320Z-TK	2.0V 25μA Micropower Voltage Reference, SOT-23	http://www.intersil.com/content/dam/Intersil/documents/fn75/fn7599.pdf
ISL21070CIH325Z-TK	2.5V 25μA Micropower Voltage Reference, SOT-23	http://www.intersil.com/content/dam/Intersil/documents/fn75/fn7599.pdf
LM285D-2.5	2.500V Micropower Voltage Reference Diodes, SO-8	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM285S-2.5	2.500V Micropower Voltage Reference Diodes, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/185fc.pdf
LM285Z-1.2	1.235V Micropower Voltage Reference Diodes, TO-92	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385BZ-1.2	1.235V Micropower Voltage Reference Diodes, TO-92	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385BZ-2.5	2.5V Micropower Voltage Reference Diodes, TO-92	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385D-1.2	1.235V Micropower Voltage Reference Diodes, SO-8	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385D-2.5	2.500V Micropower Voltage Reference Diodes, SO-8	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385M-ADJ	Adjustable Micropower Voltage Reference Diodes, SO-8	http://www.ti.com/lit/ds/symlink/lm185-adj.pdf
LM385S-1.2	1.235V Micropower Voltage Reference Diodes, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/185fc.pdf
LM385S-2.5	2.500V Micropower Voltage Reference Diodes, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/185fc.pdf
LM385Z-1.2	1.235V Micropower Voltage Reference Diodes, TO-92	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385Z-2.5	2.5V Micropower Voltage Reference Diodes, TO-92	http://www.onsemi.com/pub_link/Collateral/LM285-D.PDF
LM385Z-ADJ	Adjustable Micropower Voltage Reference Diodes, TO-92	http://www.ti.com/lit/ds/symlink/lm185-adj.pdf
LM4030-2.5	2.500V Ultra-High Precision Shunt Voltage Reference, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4030.pdf
LM4040DBZ-10	10.00V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DBZ-2.5	2.500V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DBZ-3	3.000V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DBZ-4.1	4.096V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DBZ-5	5.000V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DBZ-8.2	8.192V Precision Micropower Shunt Voltage Reference, SOT-23	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-10	10.0V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-2.5	2.500V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-3	3.000V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-4.1	4.096V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-5	5.000V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040DCK-8.2	8.192V Precision Micropower Shunt Voltage Reference, SC-70	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4040LP-2.0	2.048V Precision Micropower Shunt Voltage Reference, TO-92	http://www.ti.com/lit/ds/symlink/lm4040-n.pdf
LM4125IM5-2.0	2V ±0.5% Precision Micropower Low Dropout Voltage Reference, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4125.pdf
LM4125IM5-2.5	2.5V ±0.5% Precision Micropower Low Dropout Voltage Reference, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4125.pdf
LM4132xMF-2.0	Precision Low Dropout Voltage Reference, 2.048V, ±0.05% to ±0.5%, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4132.pdf
LM4132xMF-2.5	Precision Low Dropout Voltage Reference, 2.5V, ±0.05% to ±0.5%, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4132.pdf
LM4132xMF-3.0	Precision Low Dropout Voltage Reference, 3.0V, ±0.05% to ±0.5%, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4132.pdf
LM4132xMF-3.3	Precision Low Dropout Voltage Reference, 3.3V, ±0.05% to ±0.5%, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4132.pdf
LM4132xMF-4.1	Precision Low Dropout Voltage Reference, 4.096V, ±0.05% to ±0.5%, SOT-23-5	http://www.ti.com/lit/ds/symlink/lm4132.pdf
LT1009CMS8	Adjustable Micropower Voltage Reference Diodes, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/lt1009.pdf
LT1009xZ	Adjustable Micropower Voltage Reference Diodes, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/lt1009.pdf
LT1461AxS8-3	Voltage Reference, ±0.04%, 3V, 100mA, 3.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461AxS8-3.3	Voltage Reference, ±0.04%, 3.3V, 100mA, 3.8V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461AxS8-4	Voltage Reference, ±0.04%, 4.096V, 100mA, 4.596V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461AxS8-5	Voltage Reference, ±0.04%, 5V, 100mA, 5.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461BxS8-2.5	Voltage Reference, ±0.06%, 2.5V, 100mA, 3V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461BxS8-3	Voltage Reference, ±0.06%, 3V, 100mA, 3.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461BxS8-3.3	Voltage Reference, ±0.06%, 3.3V, 100mA, 3.8V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461BxS8-4	Voltage Reference, ±0.06%, 4.096V, 100mA, 4.596V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461BxS8-5	Voltage Reference, ±0.06%, 5V, 100mA, 5.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461CxS8-2.5	Voltage Reference, ±0.08%, 2.5V, 100mA, 3V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461CxS8-3	Voltage Reference, ±0.08%, 3V, 100mA, 3.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461CxS8-3.3	Voltage Reference, ±0.08%, 3.3V, 100mA, 3.8V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461CxS8-4	Voltage Reference, ±0.08%, 4.096V, 100mA, 4.596V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461CxS8-5	Voltage Reference, ±0.08%, 5V, 100mA, 5.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461DxS8-2.5	Voltage Reference, ±0.15%, 2.5V, 100mA, 3V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461DxS8-3	Voltage Reference, ±0.15%, 3V, 100mA, 3.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461DxS8-3.3	Voltage Reference, ±0.15%, 3.3V, 100mA, 3.8V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461DxS8-4	Voltage Reference, ±0.15%, 4.096V, 100mA, 4.596V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1461DxS8-5	Voltage Reference, ±0.15%, 5V, 100mA, 5.5V-20V Vin, SOIC-8	https://www.analog.com/media/en/technical-documentation/data-sheets/LT1461.pdf
LT1634BCMS8-2.5	2.5V Micropower Precision Shunt Voltage Reference, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634CCZ-2.5	2.5V Micropower Precision Shunt Voltage Reference, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634CCZ-4.096	4.096V Micropower Precision Shunt Voltage Reference, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634CCZ-5	5V Micropower Precision Shunt Voltage Reference, TO-92	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634xxS8-2.5	2.5V Micropower Precision Shunt Voltage Reference, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634xxS8-4.096	4.096V Micropower Precision Shunt Voltage Reference, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1634xxS8-5	5V Micropower Precision Shunt Voltage Reference, SO-8	https://www.analog.com/media/en/technical-documentation/data-sheets/1634ff.pdf
LT1790-2.048	2.048V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT1790-2.5	2.5V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT1790-3	3V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT1790-3.3	3.3V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT1790-4.096	4.096V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT1790-5	5V Voltage Reference, Low Dropout, Micropower, TSOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/1790fc.pdf
LT6657AHMS8-3	Precision voltage reference, 40V input, 10mA output, 1.5ppm/C drift, 3.0V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
LT6657AHMS8-4.096	Precision voltage reference, 40V input, 10mA output, 1.5ppm/C drift, 4.096V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
LT6657AHMS8-5	Precision voltage reference, 40V input, 10mA output, 1.5ppm/C drift, 5.0V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
LT6657BHMS8-2.5	Precision voltage reference, 40V input, 10mA output, 3.0ppm/C drift, 2.5V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
LT6657BHMS8-3	Precision voltage reference, 40V input, 10mA output, 3.0ppm/C drift, 3.0V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
LT6657BHMS8-4.096	Precision voltage reference, 40V input, 10mA output, 3ppm/C drift, 4.096V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
LT6657BHMS8-5	Precision voltage reference, 40V input, 10mA output, 3.0ppm/C drift, 5.0V output, MSOP-8	https://www.analog.com/media/en/technical-documentation/data-sheets/6657fd.pdf
MAX6001	1.250V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
MAX6002	2.5V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
MAX6003	3.0V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
MAX6004	4.096V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
MAX6005	5.0V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
MAX6035xxUR25	2.5V, High-Supply-Voltage, Precision Voltage Reference, SOT-23	https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
MAX6035xxUR30	3V, High-Supply-Voltage, Precision Voltage Reference, SOT-23	https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
MAX6035xxUR50	5V, High-Supply-Voltage, Precision Voltage Reference, SOT-23	https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
MAX6070AAUT18+T	Low-Noise, High-Precision Series Voltage Reference, 1.8V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
MAX6070AAUT18V+T	Low-Noise, High-Precision Series Voltage Reference, 1.8V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
MAX6070AAUT21+T	Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT25+T	Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT30+T	Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT33+T	Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT33V+T	Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT41+T	Low-Noise, High-Precision Series Voltage Reference, 4.096V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT50+T	Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070AAUT50V+T	Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.04% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT12+T	Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT12V+T	Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT18+T	Low-Noise, High-Precision Series Voltage Reference, 1.8V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT21+T	Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT21V+T	Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT25+T	Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT25V+T	Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT30+T	Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
MAX6070BAUT33+T	Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.08% initial accuracy, SOT-23-6	https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
